x	year	congress	chalspend	incspend	difflog	presvote	voteshare	inparty	incparty	seniority	midterm	chalquality	south	population	urban	age65	milpop	unemployed
1873	1980	96	10.84603827	12.41301771	1.566979441	0.570794106	0.669721067	0	0	3	0	0	0	13.04193393	13.04193393	10.81711474	5.710427017	8.643120748
1874	1980	96	8.517193191	11.74443709	3.227243902	0.619051397	0.733738422	0	0	7	0	0	0	13.04350414	12.52101841	10.88337261	6.115892125	8.956737613
1875	1980	96	9.421643713	10.52062346	1.09897975	0.82701683	0.85078162	1	1	4	0	0	0	13.04824956	13.04824956	10.38161435	5.869296913	9.289705927
1876	1980	96	10.60471024	10.51942861	-0.085281634	0.504727125	0.643767536	1	1	18	0	0	0	13.04539594	12.83890438	10.62624208	8.73456009	9.228474942
1877	1980	96	9.942371671	11.60855378	1.666182105	0.625172436	0.730812788	1	1	15	0	0	0	13.04762043	13.04762043	11.17722893	6.063785209	9.042158379
1878	1980	96	10.75693499	12.43815773	1.681222735	0.563227236	0.675583422	0	0	4	0	0	0	13.04913225	12.6884525	10.68347735	9.203416457	8.878358041
1879	1980	96	9.683212381	12.69306369	3.009851307	0.708739638	0.740886033	0	0	6	0	0	0	13.04127045	12.98821465	9.864746724	7.676937146	8.29529886
1880	1980	96	8.517193191	11.52485303	3.007659841	0.50979203	0.69802916	1	1	8	0	0	0	13.04132467	13.04132467	11.08283462	5.272999559	8.633374946
1881	1980	96	9.375090979	11.62888016	2.253789184	0.703382015	0.796395481	1	1	3	0	0	0	13.05191945	13.05191945	10.63568716	5.796057751	9.121509158
1882	1980	96	10.98041937	12.34181436	1.361394984	0.648007274	0.621490657	0	0	12	0	0	0	13.04581705	12.69182966	10.86629921	5.365976015	8.769351708
1883	1980	96	8.517193191	12.02348061	3.506287423	0.709027231	0.767463982	0	0	2	0	0	0	13.04541538	12.5719303	10.76257281	5.683579767	8.67573422
1884	1980	96	11.18931565	12.82030158	1.630985926	0.406172514	0.50440377	1	1	3	0	0	0	13.04982924	12.21491345	11.12896741	5.924255797	9.136370852
1885	1980	96	10.83190763	12.3238677	1.491960066	0.624386191	0.658287585	0	0	4	0	0	0	13.04535922	12.66409858	10.53348192	6.021023349	8.735203591
1886	1980	96	8.517193191	12.57608047	4.058887275	0.74802506	0.846651614	1	1	11	0	0	0	13.0387687	13.0387687	10.73969558	5.241747015	9.122492281
1887	1980	96	8.517193191	12.01265172	3.495458527	0.684936047	0.716540933	0	0	9	0	0	0	13.04568965	12.79173762	10.45492715	10.2340495	8.606851063
1888	1980	96	13.95462707	13.71390098	-0.24072609	0.619881094	0.560072064	0	0	10	0	1	0	13.04882663	12.53269294	11.02754014	5.351858133	8.939056445
1889	1980	96	11.64313671	12.12759636	0.484459647	0.629784584	0.679674923	0	0	11	0	0	0	13.04861349	13.02626429	10.27563714	5.723585102	8.463792415
1890	1980	96	8.517193191	11.63474569	3.117552496	0.725462496	0.767921269	0	0	8	0	0	0	13.04770233	12.99622176	10.19069451	5.616771098	8.282988693
1891	1980	96	10.47850499	12.54732773	2.06882274	0.630204797	0.688488722	0	0	1	0	0	0	13.04790057	12.26997659	11.08739029	5.147494477	9.053569596
1892	1980	96	8.517193191	12.79648728	4.279294086	0.443730563	0.689040244	1	1	3	0	0	0	13.0415437	13.04129214	10.56859528	5.945420609	8.57753542
1893	1982	97	10.97202407	13.08911019	2.117086122	0.689452708	0.645712852	1	0	9	1	0	0	13.04770233	12.99622176	10.19069451	5.616771098	8.282988693
1894	1982	97	10.59679917	13.62103623	3.024237057	0.433203071	0.661558926	0	1	4	0	0	0	13.04982924	12.21491345	11.12896741	5.924255797	9.136370852
1895	1982	97	12.39955789	13.81560255	1.416044661	0.656264484	0.516230583	1	0	13	1	0	0	13.04581705	12.69182966	10.86629921	5.365976015	8.769351708
1896	1982	97	8.517193191	12.88263707	4.365443882	0.4748694	0.74001801	0	1	4	0	0	0	13.0415437	13.04129214	10.56859528	5.945420609	8.57753542
1897	1982	97	11.24454028	12.70343701	1.458896734	0.71218437	0.683999836	1	0	4	1	0	0	13.04193393	13.04193393	10.81711474	5.710427017	8.643120748
1898	1982	97	8.517193191	12.81875837	4.30156518	0.705942273	0.697867453	1	0	10	1	0	0	13.04568965	12.79173762	10.45492715	10.2340495	8.606851063
1899	1982	97	8.63808822	13.09528954	4.457201321	0.723756611	0.683178663	1	0	7	1	0	0	13.04127045	12.98821465	9.864746724	7.676937146	8.29529886
1900	1982	97	12.30266021	12.97288167	0.670221461	0.682077467	0.589802742	1	0	2	1	1	0	13.04358204	13.04302575	10.5774774	7.17472431	8.411165787
1901	1982	97	8.517193191	10.59850574	2.081312544	0.76156497	0.872009993	0	1	1	0	0	0	13.04934527	13.04934527	10.7230471	5.521460918	9.03990786
1902	1982	97	13.00557377	13.15047824	0.144904467	0.568778396	0.675311089	0	1	16	0	0	0	13.04762043	13.04762043	11.17722893	6.063785209	9.042158379
1903	1982	97	10.25466366	10.84213181	0.587468151	0.471917778	0.656813264	0	1	19	0	0	0	13.04539594	12.83890438	10.62624208	8.73456009	9.228474942
1904	1982	97	8.517193191	12.79841947	4.281226279	0.631927967	0.834438622	0	1	12	0	0	0	13.0387687	13.0387687	10.73969558	5.241747015	9.122492281
1905	1982	97	11.73104925	13.01660764	1.285558394	0.605507553	0.546245694	1	0	12	1	0	0	13.04861349	13.02626429	10.27563714	5.723585102	8.463792415
1906	1982	97	12.38472328	13.00508996	0.620366682	0.626618326	0.520877302	1	0	8	1	0	0	13.04350414	12.52101841	10.88337261	6.115892125	8.956737613
1907	1982	97	13.93749099	13.94142401	0.003933013	0.597768843	0.496476859	1	0	11	1	0	0	13.04882663	12.53269294	11.02754014	5.351858133	8.939056445
1908	1982	97	11.4003981	12.57434491	1.173946812	0.658786595	0.572074831	1	0	1	1	0	0	13.04271176	12.65005309	10.71594993	4.634728988	8.842460024
1909	1982	97	8.517193191	11.14175614	2.624562948	0.755390406	0.864530385	0	1	5	0	0	0	13.04824956	13.04824956	10.38161435	5.869296913	9.289705927
1910	1982	97	8.517193191	12.83737817	4.320184974	0.690298617	0.663365781	1	0	3	1	1	0	13.04541538	12.5719303	10.76257281	5.683579767	8.67573422
1911	1982	97	10.37471821	12.00380096	1.629082752	0.493262112	0.725573719	0	1	9	0	0	0	13.04132467	13.04132467	11.08283462	5.272999559	8.633374946
1912	1984	98	9.259922633	11.99550101	2.735578372	0.837240577	0.829793692	0	1	2	0	0	0	13.16074913	13.16074913	10.94898032	5.484796933	10.28697968
1913	1984	98	8.517193191	11.79098289	3.273789701	0.465762734	0.601560652	0	1	20	0	0	0	13.16351492	12.93751222	11.51183487	8.845345196	9.92578706
1914	1984	98	12.48763639	12.9940799	0.506443514	0.631572723	0.584275186	1	0	2	0	0	0	13.1597266	12.71541116	11.44912267	4.812184355	9.687071322
1915	1984	98	8.517193191	13.30344051	4.786247323	0.768847048	0.777997136	1	0	8	0	0	0	13.15972467	12.93925751	10.9369389	6.406879986	9.493939119
1916	1984	98	9.052461282	12.63188241	3.579421129	0.556848824	0.750957966	1	0	5	0	0	0	13.15979981	13.15979981	11.02705258	4.9698133	9.25941621
1917	1984	98	10.57326505	12.1636478	1.590382758	0.6855371	0.726204038	1	0	3	0	0	0	13.16053354	13.14847352	11.08544478	9.922701771	9.219399216
1918	1984	98	8.517193191	11.6669813	3.149788105	0.416664392	0.635618269	0	1	1	0	0	0	13.16010993	13.15916386	11.49572844	5.023880521	9.954703344
1919	1984	98	9.552507786	12.52959137	2.977083583	0.749047697	0.783631384	0	1	6	0	0	0	13.15975742	13.15975742	11.17890622	5.455321115	10.15218188
1920	1984	98	12.91467801	13.17179929	0.257121274	0.624018431	0.477407515	1	0	3	0	1	0	13.15840597	12.61687681	11.61153021	5.723585102	9.844904595
1921	1984	98	8.517193191	12.17714472	3.659951532	0.50045675	0.639778018	1	0	6	0	0	0	13.15824776	13.07395014	11.15396219	5.159055299	9.797015308
1922	1984	98	11.5142396	12.56376108	1.049521475	0.406909823	0.626089215	0	1	10	0	0	0	13.1599597	13.1599597	11.83882053	5.236441963	9.461954755
1923	1984	98	13.2838783	13.35190224	0.068023932	0.456911832	0.566722035	0	1	1	0	1	0	13.16019852	12.66470878	11.56260095	5.659482216	9.721665871
1924	1984	98	10.65784292	12.53852106	1.880678145	0.680048406	0.732255459	1	0	6	0	0	0	13.15955511	12.56712251	11.41120277	8.872206756	9.712266513
1925	1984	98	9.79391647	12.91400622	3.120089746	0.348726302	0.644093633	0	1	5	0	0	0	13.15918506	13.15788109	11.56861558	4.510859507	9.597166176
1926	1984	98	8.517193191	13.12676387	4.609570677	0.486009866	0.713056743	0	1	13	0	0	0	13.15952428	13.15952428	11.54167812	4.204692619	9.865837605
1927	1984	98	11.67230333	11.87340508	0.201101754	0.549816549	0.675451756	0	1	17	0	0	0	13.16005793	13.16005793	11.65246999	5.762051383	9.604677122
1928	1984	98	12.59135577	13.3534875	0.762131726	0.419430226	0.612667859	0	1	1	0	1	0	13.1598287	12.69925249	11.70604683	5.099866428	9.879758226
1929	1984	98	11.30240387	13.77017769	2.467773815	0.618592918	0.61050266	1	0	14	0	1	0	13.15984604	12.69257689	11.51439439	5.720311777	9.731987234
1930	1986	99	8.517193191	12.17184192	3.654648726	0.837240577	0.838291824	0	1	3	0	0	0	13.16074913	13.16074913	10.94898032	5.484796933	10.28697968
1931	1986	99	12.55088888	12.87484877	0.323959885	0.441579163	0.532326341	0	1	1	0	0	0	13.16407138	12.42574618	11.72644687	5.746203191	10.00595388
1932	1986	99	8.517193191	12.63620598	4.119012784	0.486009866	0.787347019	0	1	14	0	0	0	13.15952428	13.15952428	11.54167812	4.204692619	9.865837605
1933	1986	99	12.0772553	12.11760859	0.040353292	0.465762734	0.503612995	0	1	21	0	0	0	13.16351492	12.93751222	11.51183487	8.845345196	9.92578706
1934	1986	99	9.635348614	13.61580174	3.980453126	0.618592918	0.626053035	1	0	15	1	0	0	13.15984604	12.69257689	11.51439439	5.720311777	9.731987234
1935	1986	99	10.94724195	12.63821894	1.690976986	0.631572723	0.668603361	1	0	3	1	0	0	13.1597266	12.71541116	11.44912267	4.812184355	9.687071322
1936	1986	99	8.517193191	11.95125136	3.43405817	0.950833857	0.963985264	0	1	2	0	0	0	13.15955511	13.15955511	11.36571233	5.411646052	10.26025249
1937	1986	99	10.80236759	11.73433789	0.9319703	0.549816549	0.716383576	0	1	18	0	0	0	13.16005793	13.16005793	11.65246999	5.762051383	9.604677122
1938	1986	99	9.384930458	12.60823836	3.223307901	0.749047697	0.811699569	0	1	7	0	0	0	13.15975742	13.15975742	11.17890622	5.455321115	10.15218188
1939	1986	99	10.7809067	12.78383537	2.002928669	0.375981569	0.664142132	0	1	1	0	0	0	13.15840597	12.61687681	11.61153021	5.723585102	9.844904595
1940	1986	99	9.218901666	13.05714836	3.838246695	0.768847048	0.777133882	1	0	9	1	0	0	13.15972467	12.93925751	10.9369389	6.406879986	9.493939119
1941	1986	99	9.007555431	12.59233656	3.584781133	0.556848824	0.753846169	1	0	6	1	0	0	13.15979981	13.15979981	11.02705258	4.9698133	9.25941621
1942	1986	99	10.55155554	12.29810566	1.746550116	0.406909823	0.706954539	0	1	11	0	0	0	13.1599597	13.1599597	11.83882053	5.236441963	9.461954755
1943	1986	99	11.79733038	12.32647932	0.529148943	0.6855371	0.75120151	1	0	4	1	0	0	13.16053354	13.14847352	11.08544478	9.922701771	9.219399216
1944	1986	99	10.91536605	13.33492878	2.419562723	0.348726302	0.661766291	0	1	6	0	0	0	13.15918506	13.15788109	11.56861558	4.510859507	9.597166176
1945	1986	99	8.517193191	12.42195068	3.904757488	0.541326582	0.733923793	1	0	1	1	0	0	13.1604161	13.11630104	11.17974381	5.117993812	9.212238569
1946	1986	99	9.579769243	12.1823438	2.602574556	0.416664392	0.703610778	0	1	2	0	0	0	13.16010993	13.15916386	11.49572844	5.023880521	9.954703344
1947	1986	99	11.83802615	12.82142178	0.983395638	0.419430226	0.680968761	0	1	2	0	0	0	13.1598287	12.69925249	11.70604683	5.099866428	9.879758226
1948	1986	99	12.89993879	13.58471546	0.684776678	0.456911832	0.5564695	0	1	2	0	0	0	13.16019852	12.66470878	11.56260095	5.659482216	9.721665871
1949	1988	100	8.93336175	12.56926266	3.635900914	0.853099823	0.827449203	0	1	4	0	0	0	13.16074913	13.16074913	10.94898032	5.484796933	10.28697968
1950	1988	100	10.35753267	12.72087037	2.363337699	0.686340153	0.736809015	1	0	7	0	0	0	13.15979981	13.15979981	11.02705258	4.9698133	9.25941621
1951	1988	100	10.79818382	12.55543885	1.757255027	0.462283731	0.645082772	0	1	12	0	0	0	13.1599597	13.1599597	11.83882053	5.236441963	9.461954755
1952	1988	100	10.6848173	11.88968584	1.20486854	0.615196705	0.667281866	0	1	19	0	0	0	13.16005793	13.16005793	11.65246999	5.762051383	9.604677122
1953	1988	100	11.13371022	12.62968767	1.495977451	0.49194631	0.688727319	0	1	3	0	0	0	13.1598287	12.69925249	11.70604683	5.099866428	9.879758226
1954	1988	100	12.52294183	13.83753425	1.31459242	0.547774792	0.547067463	1	0	16	0	0	0	13.15984604	12.69257689	11.51439439	5.720311777	9.731987234
1955	1988	100	8.517193191	12.89180317	4.37460998	0.640641272	0.737078488	1	0	1	0	0	0	13.16610463	12.87290408	11.29361207	4.317488114	9.618069582
1956	1988	100	8.517193191	13.13885483	4.621661639	0.590533257	0.756585896	0	1	15	0	0	0	13.15952428	13.15952428	11.54167812	4.204692619	9.865837605
1957	1988	100	9.550727091	12.34206622	2.791339128	0.455635995	0.642379284	0	1	2	0	0	0	13.15840597	12.61687681	11.61153021	5.723585102	9.844904595
1958	1988	100	12.96425749	12.93149074	-0.032766751	0.556491494	0.497138143	1	0	1	0	1	0	13.15824776	13.07395014	11.15396219	5.159055299	9.797015308
1959	1988	100	11.47676803	13.40316254	1.926394505	0.413570762	0.622307956	0	1	7	0	1	0	13.15918506	13.15788109	11.56861558	4.510859507	9.597166176
1960	1988	100	11.90657237	13.23493966	1.328367293	0.52943027	0.648681819	0	1	3	0	0	0	13.16019852	12.66470878	11.56260095	5.659482216	9.721665871
1961	1988	100	10.31400822	12.8761881	2.562179886	0.576850235	0.639280677	1	0	4	0	0	0	13.1597266	12.71541116	11.44912267	4.812184355	9.687071322
1962	1988	100	10.88186103	12.74539853	1.863537498	0.686352551	0.701606929	1	0	2	0	0	0	13.1604161	13.11630104	11.17974381	5.117993812	9.212238569
1963	1988	100	11.08904195	12.18513242	1.096090471	0.481107146	0.612770557	0	1	3	0	0	0	13.16010993	13.15916386	11.49572844	5.023880521	9.954703344
1964	1988	100	9.559631531	13.25305847	3.693426939	0.708398759	0.751819372	1	0	10	0	0	0	13.15972467	12.93925751	10.9369389	6.406879986	9.493939119
1965	1988	100	8.517193191	12.111396	3.594202808	0.960606933	0.960480571	0	1	3	0	0	0	13.15955511	13.15955511	11.36571233	5.411646052	10.26025249
1966	1988	100	11.00591553	13.00460029	1.998684761	0.626998365	0.717240334	1	0	8	0	0	0	13.15955511	12.56712251	11.41120277	8.872206756	9.712266513
1967	1988	100	11.21444056	12.43786785	1.223427287	0.623727679	0.724804103	1	0	5	0	0	0	13.16053354	13.14847352	11.08544478	9.922701771	9.219399216
1968	1990	101	10.2455374	12.92027489	2.674737488	0.543455601	0.660446584	0	1	2	0	0	0	13.16351492	12.93751222	11.51183487	8.845345196	9.92578706
1969	1990	101	8.517193191	12.57866531	4.061472114	0.686340153	0.666897237	1	0	8	1	0	0	13.15979981	13.15979981	11.02705258	4.9698133	9.25941621
1970	1990	101	8.517193191	12.72642651	4.209233321	0.623727679	0.687584221	1	0	6	1	0	0	13.16053354	13.14847352	11.08544478	9.922701771	9.219399216
1971	1990	101	11.06726195	12.12465056	1.057388615	0.481107146	0.68183285	0	1	4	0	0	0	13.16010993	13.15916386	11.49572844	5.023880521	9.954703344
1972	1990	101	9.697558083	13.71097068	4.013412594	0.615196705	0.712135315	0	1	20	0	0	0	13.16005793	13.16005793	11.65246999	5.762051383	9.604677122
1973	1990	101	8.517193191	12.53195361	4.014760421	0.455635995	0.671771646	0	1	3	0	0	0	13.15840597	12.61687681	11.61153021	5.723585102	9.844904595
1974	1990	101	8.517193191	12.58412309	4.066929899	0.686352551	0.658043802	1	0	3	1	0	0	13.1604161	13.11630104	11.17974381	5.117993812	9.212238569
1975	1990	101	12.98896155	13.7308479	0.74188635	0.462283731	0.545703471	0	1	13	0	1	0	13.1599597	13.1599597	11.83882053	5.236441963	9.461954755
1976	1990	101	8.517193191	13.27256853	4.755375342	0.413570762	0.709269583	0	1	8	0	1	0	13.15918506	13.15788109	11.56861558	4.510859507	9.597166176
1977	1990	101	10.73752885	11.81101101	1.07348216	0.960606933	0.93765682	0	1	4	0	0	0	13.15955511	13.15955511	11.36571233	5.411646052	10.26025249
1978	1990	101	8.517193191	12.22925635	3.712063154	0.853099823	0.78215313	0	1	5	0	0	0	13.16074913	13.16074913	10.94898032	5.484796933	10.28697968
1979	1990	101	11.72786105	12.94580801	1.217946966	0.52943027	0.665150344	0	1	4	0	0	0	13.16019852	12.66470878	11.56260095	5.659482216	9.721665871
1980	1990	101	8.517193191	12.99417611	4.476982917	0.775367081	0.799250901	0	1	9	0	0	0	13.15975742	13.15975742	11.17890622	5.455321115	10.15218188
1981	1990	101	8.517193191	12.72106934	4.203876148	0.640641272	0.669045985	1	0	2	1	0	0	13.16610463	12.87290408	11.29361207	4.317488114	9.618069582
1982	1990	101	10.78220248	12.32268875	1.54048627	0.49194631	0.661999404	0	1	4	0	0	0	13.1598287	12.69925249	11.70604683	5.099866428	9.879758226
1983	1990	101	13.44383074	13.14471942	-0.299111324	0.443508506	0.592042744	0	1	1	0	1	0	13.15824776	13.07395014	11.15396219	5.159055299	9.797015308
1984	1992	102	12.54854825	12.75067921	0.202130959	0.546339273	0.556582391	0	1	14	0	0	0	13.1599597	13.1599597	11.83882053	5.236441963	9.461954755
1985	1992	102	11.12349117	13.2300458	2.106554621	0.51353246	0.635211289	0	1	9	0	1	0	13.15918506	13.15788109	11.56861558	4.510859507	9.597166176
1986	1992	102	9.953419921	13.31526708	3.361847157	0.654993355	0.712445676	0	1	3	0	0	0	13.16351492	12.93751222	11.51183487	8.845345196	9.92578706
1987	1992	102	8.517193191	13.36362971	4.846436523	0.492674023	0.577727675	1	0	18	0	0	0	13.15984604	12.69257689	11.51439439	5.720311777	9.731987234
1988	1992	102	8.752739509	12.93584583	4.18310632	0.476887137	0.593953788	1	0	1	0	0	0	13.15955511	12.56712251	11.41120277	8.872206756	9.712266513
1989	1992	102	11.84166071	13.17839961	1.336738901	0.608661771	0.579518199	1	0	12	0	0	0	13.15972467	12.93925751	10.9369389	6.406879986	9.493939119
1990	1992	102	9.441372725	12.34065598	2.89928326	0.694376945	0.715593159	0	1	21	0	0	0	13.16005793	13.16005793	11.65246999	5.762051383	9.604677122
1991	1992	102	8.852092763	12.87631449	4.024221727	0.838863313	0.837979078	0	1	10	0	0	0	13.15975742	13.15975742	11.17890622	5.455321115	10.15218188
1992	1992	102	8.517193191	13.33024709	4.813053896	0.559825003	0.673436999	1	0	3	0	0	0	13.16610463	12.87290408	11.29361207	4.317488114	9.618069582
1993	1992	102	10.27028113	12.65245574	2.382174614	0.578442037	0.691423893	0	1	4	0	0	0	13.15840597	12.61687681	11.61153021	5.723585102	9.844904595
1994	1992	102	11.33011979	14.19091569	2.860795901	0.608260036	0.594244003	0	1	5	0	0	0	13.16010993	13.15916386	11.49572844	5.023880521	9.954703344
1995	1992	102	11.04168908	12.92143865	1.879749573	0.585015059	0.655057549	1	0	9	0	0	0	13.15979981	13.15979981	11.02705258	4.9698133	9.25941621
1996	1992	102	10.46161652	13.09350701	2.631890487	0.509639561	0.645098269	1	0	7	0	0	0	13.16053354	13.14847352	11.08544478	9.922701771	9.219399216
1997	1992	102	13.04976688	13.10420348	0.054436602	0.466072381	0.443673015	0	1	1	0	0	0	13.1597266	12.71541116	11.44912267	4.812184355	9.687071322
1998	1992	102	11.67524838	12.83312009	1.157871712	0.565127969	0.601007104	0	1	5	0	0	0	13.16019852	12.66470878	11.56260095	5.659482216	9.721665871
1999	1992	102	8.517193191	13.26098902	4.743795831	0.592884183	0.683555663	1	0	4	0	0	0	13.1604161	13.11630104	11.17974381	5.117993812	9.212238569
2000	1992	102	12.53665974	13.73393059	1.197270844	0.580005646	0.565033853	0	1	5	0	1	0	13.1598287	12.69925249	11.70604683	5.099866428	9.879758226
2001	1994	103	10.63212978	13.0672715	2.435141713	0.654993355	0.659196436	1	1	4	1	0	0	13.25591652	12.7371214	11.25791708	8.782476269	10.00586362
2002	1994	103	11.8230669	13.09115563	1.268088726	0.476887137	0.681502044	0	0	2	0	0	0	13.25565574	12.37982425	11.20130583	8.395251521	9.545311482
2003	1994	103	10.8664174	13.39384108	2.527423683	0.580005646	0.548401535	1	1	6	1	0	0	13.25538614	11.99076705	11.4138231	6.81014245	9.678592468
2004	1994	103	9.176734911	13.14216404	3.965429133	0.509639561	0.750507891	0	0	8	0	0	0	13.25602151	13.25004042	10.99105575	9.823198981	9.10908254
2005	1994	103	9.523601026	12.90041162	3.37681059	0.585015059	0.756829619	0	0	10	0	0	0	13.25736269	13.25736269	11.13061032	5.710427017	9.225130457
2006	1994	103	11.05707101	13.43537048	2.378299472	0.608661771	0.649290919	0	0	13	0	0	0	13.25595677	13.15829407	10.65083879	7.061334367	9.199178307
2007	1994	103	8.517193191	12.48228221	3.965089015	0.592884183	0.731156766	0	0	5	0	0	0	13.25574676	13.17305459	10.68985181	5.888877958	9.168267596
2008	1994	103	10.90826746	11.95613524	1.047867782	0.578442037	0.583866239	1	1	3	1	0	0	13.25582727	11.41040536	11.50491345	6.124683391	9.819399172
2009	1994	103	10.84805221	13.3986369	2.550584695	0.559825003	0.764801025	0	0	4	0	0	0	13.25608975	12.81343043	10.86761561	5.583496309	9.394826252
2010	1994	103	10.72669436	12.23725051	1.510556151	0.694376945	0.660985947	1	1	22	1	0	0	13.25621397	13.25621397	11.44641166	5.209486153	9.669535803
2011	1994	103	12.22228696	13.21437996	0.992092993	0.533927619	0.706363618	0	0	1	0	0	0	13.25599876	12.69798758	11.13757726	6.139884552	9.451245253
2012	1994	103	12.47959629	12.75780314	0.278206853	0.51353246	0.541608989	1	1	6	1	0	0	13.25497285	13.25452959	11.43516931	5.509388337	9.546169545
2013	1994	103	8.517193191	12.15400907	3.63681588	0.838863313	0.795595407	1	1	11	1	0	0	13.25696245	13.25696245	10.95698043	6.228511004	10.44618968
2014	1994	103	9.599156321	12.45486914	2.85571282	0.565127969	0.545316219	1	1	6	1	0	0	13.25616848	11.81412575	11.45528576	6.388561406	9.659949949
2015	1994	103	10.43240283	12.13023806	1.697835238	0.867144287	0.757339478	1	1	1	1	0	0	13.25673342	13.25673342	11.29654648	6.061456919	10.39424311
2016	1994	103	11.57782893	14.6751086	3.097279669	0.608260036	0.455695003	1	1	18	1	0	0	13.2552373	13.2552373	11.36046169	5.198497031	9.745722014
2017	1994	103	9.386910394	12.76054469	3.373634297	0.73875761	0.752186716	1	1	1	1	0	0	13.25542816	13.25542816	10.68526355	5.220355825	10.24775079
2018	1996	104	9.802602035	11.84718812	2.044586084	0.867144287	0.866425872	1	1	2	0	0	0	13.25673342	13.25673342	11.29654648	6.061456919	10.39424311
2019	1996	104	11.61508938	13.67121848	2.056129099	0.559825003	0.643942416	0	0	5	0	0	0	13.25608975	12.81343043	10.86761561	5.583496309	9.394826252
2020	1996	104	12.98473977	13.81349133	0.828751567	0.453660697	0.517291248	0	0	1	0	1	0	13.25523205	12.76852726	11.22693529	5.973809612	9.702472353
2021	1996	104	11.66816096	13.08276355	1.414602594	0.592884183	0.599503815	0	0	6	0	0	0	13.25574676	13.17305459	10.68985181	5.888877958	9.168267596
2022	1996	104	10.791687	13.38432631	2.592639309	0.509639561	0.69092375	0	0	9	0	0	0	13.25602151	13.25004042	10.99105575	9.823198981	9.10908254
2023	1996	104	13.02403233	13.0036864	-0.020345938	0.565127969	0.522969186	1	1	7	0	0	0	13.25616848	11.81412575	11.45528576	6.388561406	9.659949949
2024	1996	104	11.52652461	13.34695708	1.820432469	0.492674023	0.592531562	0	0	1	0	1	0	13.25731027	12.5611423	11.30417779	6.516193076	9.463586267
2025	1996	104	10.22357411	13.07660821	2.853034094	0.608661771	0.633019686	0	0	14	0	0	0	13.25595677	13.15829407	10.65083879	7.061334367	9.199178307
2026	1996	104	11.40164957	12.26411651	0.862466942	0.578442037	0.676856399	1	1	4	0	0	0	13.25582727	11.41040536	11.50491345	6.124683391	9.819399172
2027	1996	104	12.26425569	12.91834989	0.654094207	0.51353246	0.670172095	1	1	7	0	0	0	13.25497285	13.25452959	11.43516931	5.509388337	9.546169545
2028	1996	104	12.55379917	13.46296653	0.909167363	0.533927619	0.60291189	0	0	2	0	0	0	13.25599876	12.69798758	11.13757726	6.139884552	9.451245253
2029	1996	104	12.7072276	13.29561749	0.588389894	0.476887137	0.573321521	0	0	3	0	1	0	13.25565574	12.37982425	11.20130583	8.395251521	9.545311482
2030	1996	104	8.517193191	13.0229741	4.505780904	0.654993355	0.729259312	1	1	5	0	0	0	13.25591652	12.7371214	11.25791708	8.782476269	10.00586362
2031	1996	104	9.20638206	12.86934268	3.662960622	0.585015059	0.65804553	0	0	11	0	0	0	13.25736269	13.25736269	11.13061032	5.710427017	9.225130457
2032	1996	104	11.54434275	12.01089255	0.466549804	0.694376945	0.632979035	1	1	23	0	0	0	13.25621397	13.25621397	11.44641166	5.209486153	9.669535803
2033	1996	104	14.14327643	13.38089232	-0.762384117	0.391739964	0.359296411	0	0	1	0	1	0	13.2552373	13.2552373	11.36046169	5.198497031	9.745722014
2034	1956	84	NA	NA	NA	0.590098858	0.551215947	1	0	4	0	0	0	12.59837821	11.75725108	10.43158319	4.418840608	8.287025025
2035	1956	84	NA	NA	NA	0.684242308	0.624433041	1	0	11	0	1	0	12.62555571	11.59870859	10.33250641	5.003946306	7.765569081
2036	1956	84	NA	NA	NA	0.592045426	0.535731256	1	0	8	0	0	0	12.46242271	11.3198139	10.21997572	5.891644212	8.009030685
2037	1956	84	NA	NA	NA	0.589021802	0.572340131	1	0	3	0	0	0	12.60752304	11.65764899	10.37589454	5.327876169	8.228176896
2038	1956	84	NA	NA	NA	0.680492043	0.635846257	1	0	3	0	0	0	12.70088778	12.09946691	10.33899678	4.510859507	8.177515824
2039	1956	84	NA	NA	NA	0.59825772	0.565058708	1	0	5	0	0	0	12.75892849	12.07088274	10.46698152	4.465908119	8.252967195
2040	1956	84	NA	NA	NA	0.478057176	0.526810765	0	1	7	0	0	0	12.81625118	12.74167673	9.857286534	4.644390899	8.767640577
2041	1956	84	NA	NA	NA	0.621268153	0.59466207	1	0	3	0	0	0	13.22089926	13.12710213	10.71085588	6.647688374	9.017604777
2042	1956	84	NA	NA	NA	0.602034271	0.566844463	1	0	3	0	0	0	12.87824131	12.3170593	10.58032749	4.394449155	8.443331343
2043	1956	84	NA	NA	NA	0.434639663	0.501824856	0	1	3	0	1	0	12.88288717	12.32471753	10.47872356	5.484796933	8.60886038
2044	1958	85	NA	NA	NA	0.590098858	0.485203058	1	0	5	1	0	0	12.59837821	11.75725108	10.43158319	4.418840608	8.287025025
2045	1958	85	NA	NA	NA	0.583692968	0.43068853	1	0	1	1	0	0	12.88878053	12.5257075	10.37292852	4.890349128	8.163086376
2046	1958	85	NA	NA	NA	0.680492043	0.50095892	1	0	4	1	0	0	12.70088778	12.09946691	10.33899678	4.510859507	8.177515824
2047	1958	85	NA	NA	NA	0.592045426	0.497013003	1	0	9	1	1	0	12.46242271	11.3198139	10.21997572	5.891644212	8.009030685
